Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Australia,AUS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,159.110763549805,155.594390869141,153.576126098633,136.105545043945,144.056564331055,137.490737915039,135.526565551758,133.277267456055,134.099243164062
Austria,AUT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,29220.9853040358,29553.2333509767,30952.1708232398,31958.8592412083,33518.5160023521,34776.6699535218,37388.0795380765,39192.372452379,41046.7900352112,40686.6736355681,41735.4574798744,44171.5618687028,46156.4832073037,47519.8522796571,48355.4977624407,49549.3162311441,52397.8635176674,53869.8321183556,56636.4953030542,60354.9279422121,58523.0337816246,62968.9422311892,72065.4974270106,73544.6567230487
Austria,AUT,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,98.8608627319336,98.9512710571289,99.3974533081055,99.2856369018555,100.199432373047,100.416679382324,100.102569580078,100.126129150391,100.594093322754,100.263969421387,99.6729583740234,100.108726501465,101.173210144043,101.304809570312,101.411582946777,100.227989196777,100.337898254395,100.692596435547,101.543632507324,101.690559387207,102.307662963867,101.458000183105,100.504371643066
Azerbaijan,AZE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3439.14442872326,3834.89815906415,4230.40590214072,4718.42112339403,5247.53834365156,6854.93618778844,9398.01324794263,11973.9596323536,13216.8434974432,14245.503536619,14930.4099928423,14804.5744507911,15994.1466501837,17267.5118919538,17563.6122454385,15075.2726347911,14535.8020210633,14315.9296431061,15282.9995232298,16675.3179361558,15163.5703327282,20111.3756952109,22552.0886560523,23651.5994852756
Azerbaijan,AZE,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,83.0853181521079,82.9176205382172,82.762274922741,83.1376553563209,83.4386600193183,84.8098586425184,86.5856935803605,89.2625164667822,108.488781124,107.863960509557,91.365513501165,91.4106367606057,90.9530364179442,92.7402972401367
"Bahamas, The",BHS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,25421.6229400308,26351.0760257803,27171.3084133541,27030.8969356877,27659.5379539899,29142.9002176758,30401.5076891956,31232.1313724409,30678.6265531484,29196.6178474292,29624.975385096,30073.6769305961,31035.5500568874,30294.4768305201,31726.1740873862,32137.5784729905,32285.2760366069,34282.1710357791,35227.7619063243,36116.0002025353,27204.625909518,31064.6822166194,36791.4010460964,39090.1214737976
"Bahamas, The",BHS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,93.4659576416016,..,85.4551467895508,86.3187637329102,86.5019989013672,89.3580932617188,89.3178863525391,89.0210571289062,91.0886370856719,89.2416368950958,92.1807628524046,84.6595407759303,91.6218404766036,76.0440338812974,85.0686327399149,92.6182585115999,80.8808929269834,78.566734376867,..,72.6381880061026,..,87.1455240465819
Bahrain,BHR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,45687.5217405647,46161.5758464288,45091.4894218656,45426.9345932944,46317.0284804025,47268.2721612188,48009.4917421504,49347.494619615,50330.3248622522,48625.6569231596,49254.5770084238,52677.4511190668,56712.5692656153,56310.3117458189,54299.0564613228,48034.2468880503,47428.9018907649,50184.5005767301,51993.1307818652,56599.5214364411,53436.0316999712,54954.6757895532,61677.6538492695,64171.0857359052
Bahrain,BHR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,91.4384078979492,92.7467269897461,85.6890182495117,81.412971496582,80.4924011230469,81.2799224853516,83.5526885986328,..,89.0208892822266,90.1288833618164,90.1969414818577,93.2938990893653,98.4732914840696,107.610472634995,104.203846916518,100.303914816394,100.583649344321,100.923412884105,100.701887411111,102.128281941881,..,..,103.393222951005,104.392938701638
Bangladesh,BGD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1511.90500588844,1597.58740614435,1658.80230934569,1746.12725782298,1861.51256285455,2019.73839563431,2195.29485460994,2388.10025160357,2554.85788238719,2675.25945926785,2833.69544368864,3051.26983271811,3434.27815090447,3691.10431102117,3972.50647733491,4212.23578089428,4579.13228682862,4882.60692615639,5490.15881865179,6047.12401504125,6640.58437331062,7441.06913961254,8450.54902533941,9147.7775066555
